date,page_views,unique_visitors,average_session_duration,bounce_rate
2023-08-29,20783,20114,00:05:54,0.69
2023-08-30,43320,32750,00:03:22,0.38
2023-08-31,14572,38172,00:04:37,0.47
2023-09-01,37645,27443,00:07:43,0.6
2023-09-02,28927,35436,00:05:37,0.47
2023-09-03,35109,13938,00:07:30,0.33
2023-09-04,30943,39095,00:07:22,0.6
2023-09-05,36640,9382,00:03:35,0.66
2023-09-06,13515,16156,00:03:56,0.5
2023-09-07,33646,36603,00:07:24,0.38
2023-09-08,26550,13165,00:05:49,0.57
2023-09-09,30096,37775,00:07:38,0.47
2023-09-10,38577,30757,00:05:35,0.48
2023-09-11,28419,15255,00:04:18,0.63
2023-09-12,28363,39734,00:07:25,0.37
2023-09-13,33728,38674,00:05:29,0.57
2023-09-14,42149,38722,00:07:54,0.49
2023-09-15,38281,29124,00:06:34,0.57
2023-09-16,29116,23106,00:06:15,0.61
2023-09-17,37053,31935,00:04:36,0.4
2023-09-18,36704,37659,00:06:55,0.39
2023-09-19,42464,21907,00:05:59,0.41
2023-09-20,19523,30569,00:07:24,0.4
2023-09-21,37951,14962,00:05:27,0.43
2023-09-22,43333,31395,00:03:56,0.38
2023-09-23,23396,39895,00:04:54,0.55
2023-09-24,42989,37471,00:07:27,0.51
2023-09-25,30432,16368,00:04:48,0.45
2023-09-26,29671,11204,00:06:30,0.67
2023-09-27,28263,33162,00:05:38,0.68
2023-09-28,26390,22615,00:03:33,0.31
2023-09-29,25003,24836,00:05:54,0.36
2023-09-30,40567,8649,00:06:43,0.66
2023-10-01,45246,34905,00:07:43,0.62
2023-10-02,25970,19104,00:03:30,0.44
2023-10-03,47839,18191,00:04:52,0.44
2023-10-04,15868,21546,00:04:32,0.37
2023-10-05,25717,22255,00:05:27,0.34
2023-10-06,29169,13198,00:05:16,0.54
2023-10-07,44690,27194,00:04:17,0.36
2023-10-08,42471,37876,00:03:22,0.53
2023-10-09,10856,11343,00:05:29,0.48
2023-10-10,30183,17539,00:06:50,0.36
2023-10-11,42865,22100,00:06:19,0.44
2023-10-12,47458,35226,00:03:55,0.43
2023-10-13,22805,35667,00:03:14,0.59
2023-10-14,19642,31031,00:05:16,0.44
2023-10-15,23779,11605,00:03:20,0.43
2023-10-16,48748,31722,00:06:20,0.61
2023-10-17,27464,12752,00:05:57,0.68
2023-10-18,35834,35831,00:06:13,0.35
2023-10-19,33933,30579,00:05:47,0.58
2023-10-20,13851,19007,00:05:47,0.62
2023-10-21,29418,29087,00:05:32,0.55
2023-10-22,47543,29551,00:03:26,0.45
2023-10-23,22587,13335,00:07:52,0.54
2023-10-24,26660,10612,00:07:40,0.67
2023-10-25,44989,25852,00:06:51,0.62
2023-10-26,31714,39622,00:06:46,0.31
2023-10-27,49523,32239,00:05:23,0.3
2023-10-28,48509,18735,00:06:58,0.61
2023-10-29,39793,37152,00:06:41,0.46
2023-10-30,15266,27570,00:04:41,0.44
2023-10-31,28490,20803,00:05:22,0.61
2023-11-01,40966,37732,00:04:51,0.64
2023-11-02,20247,17503,00:05:46,0.68
2023-11-03,39637,32481,00:05:55,0.41
2023-11-04,49655,19849,00:04:38,0.54
2023-11-05,45758,25311,00:07:10,0.47
2023-11-06,34601,35738,00:04:35,0.64
2023-11-07,13803,24843,00:03:38,0.62
2023-11-08,42331,8885,00:06:43,0.32
2023-11-09,30562,22814,00:03:57,0.46
2023-11-10,40525,24257,00:04:14,0.66
2023-11-11,41539,29766,00:04:56,0.53
2023-11-12,15430,39582,00:07:52,0.32
2023-11-13,19830,12623,00:07:31,0.55
2023-11-14,18816,38141,00:05:43,0.38
2023-11-15,23146,35825,00:05:30,0.52
2023-11-16,35899,37283,00:04:39,0.48
2023-11-17,25159,16599,00:06:59,0.63
2023-11-18,44680,8797,00:07:45,0.65
2023-11-19,17442,18902,00:03:58,0.62
2023-11-20,13166,37883,00:04:50,0.39
2023-11-21,41446,26775,00:04:11,0.52
2023-11-22,19662,38853,00:04:41,0.66
2023-11-23,30809,8572,00:06:38,0.38
2023-11-24,41157,19481,00:03:59,0.59
2023-11-25,32849,39933,00:06:47,0.32
2023-11-26,19618,8398,00:07:39,0.5
2023-11-27,38148,27141,00:06:55,0.49
2023-11-28,48631,18557,00:07:53,0.58
2023-11-29,19921,36215,00:06:54,0.36
2023-11-30,18171,31838,00:04:35,0.47
2023-12-01,34944,35081,00:07:51,0.68
2023-12-02,16783,26865,00:05:50,0.45
2023-12-03,27214,23257,00:07:44,0.34
2023-12-04,36308,11296,00:05:23,0.68
2023-12-05,22850,34801,00:03:58,0.69
2023-12-06,11305,26291,00:05:53,0.46
2023-12-07,18578,20441,00:07:42,0.54
2023-12-08,37518,36321,00:06:30,0.37
2023-12-09,39989,21165,00:06:51,0.43
2023-12-10,31799,37104,00:05:42,0.39
2023-12-11,33268,33595,00:07:39,0.65
2023-12-12,26657,37568,00:03:53,0.65
2023-12-13,31841,18853,00:05:32,0.67
2023-12-14,29675,29639,00:06:39,0.42
2023-12-15,23975,20132,00:05:52,0.37
2023-12-16,27309,21467,00:03:49,0.4
2023-12-17,11979,21222,00:06:45,0.47
2023-12-18,18783,21234,00:04:40,0.46
2023-12-19,13267,39667,00:03:43,0.67
2023-12-20,43011,30417,00:07:59,0.64
2023-12-21,21946,14889,00:04:49,0.64
2023-12-22,26476,19932,00:03:25,0.63
2023-12-23,37597,17533,00:06:21,0.46
2023-12-24,32726,36117,00:03:29,0.36
2023-12-25,16805,33249,00:05:24,0.34
2023-12-26,12551,19214,00:07:21,0.42
2023-12-27,29964,28734,00:04:43,0.61
2023-12-28,46561,39233,00:06:56,0.57
2023-12-29,17119,18276,00:04:39,0.32
2023-12-30,31673,9799,00:05:57,0.52
2025-12-31,13494,33986,00:03:18,0.31
2021-01-01,19907,25404,00:05:43,0.34
2021-01-02,36918,21362,00:03:34,0.38
2021-01-03,22611,24316,00:07:53,0.4
2021-01-04,21150,34588,00:04:36,0.47
2021-01-05,17375,28387,00:05:36,0.67
2021-01-06,17457,22129,00:05:39,0.44
2021-01-07,19660,28127,00:05:47,0.55
2021-01-08,13509,12048,00:07:35,0.46
2021-01-09,16388,27558,00:07:34,0.36
2021-01-10,28627,9062,00:05:43,0.6
2021-01-11,49405,29183,00:03:47,0.4
2021-01-12,20356,28646,00:05:37,0.45
2021-01-13,11325,14229,00:05:34,0.31
2021-01-14,17180,25855,00:06:24,0.49
2021-01-15,27607,8989,00:03:52,0.66
2021-01-16,26811,37027,00:04:24,0.33
2021-01-17,38245,22906,00:06:29,0.59
2021-01-18,33311,16593,00:06:39,0.65
2021-01-19,32061,17655,00:03:25,0.63
2021-01-20,13559,27481,00:07:54,0.56
2021-01-21,23797,15077,00:07:12,0.58
2021-01-22,22990,25619,00:04:23,0.32
2021-01-23,13192,8882,00:03:14,0.52
2021-01-24,41561,14214,00:03:46,0.4
2021-01-25,42580,19346,00:06:12,0.39
2021-01-26,32059,10862,00:05:15,0.69
2021-01-27,39113,30767,00:04:57,0.37
2021-01-28,49674,25571,00:06:50,0.65
2021-01-29,40351,15577,00:07:51,0.42
2021-01-30,11344,27251,00:07:22,0.68
2021-01-31,30063,21473,00:05:19,0.42
2021-02-01,22523,20842,00:06:44,0.37
2021-02-02,35048,37615,00:03:10,0.59
2021-02-03,26273,20058,00:06:11,0.33
2021-02-04,40690,24356,00:05:29,0.67
2021-02-05,44734,34877,00:06:37,0.65
2021-02-06,34131,16527,00:03:15,0.53
2021-02-07,45479,12023,00:04:19,0.56
2021-02-08,14415,36482,00:06:42,0.35
2021-02-09,13574,21458,00:03:28,0.32
2021-02-10,15455,26733,00:06:48,0.39
2021-02-11,32673,17613,00:05:33,0.58
2021-02-12,14430,12141,00:04:52,0.44
2021-02-13,49547,15632,00:07:37,0.59
2021-02-14,47954,9994,00:06:43,0.33
2021-02-15,48077,28350,00:03:35,0.55
2021-02-16,34755,30536,00:03:42,0.32
2021-02-17,48963,31739,00:03:51,0.58
2021-02-18,37116,18523,00:05:26,0.56
2021-02-19,18100,32732,00:04:34,0.35
2021-02-20,23570,12454,00:06:37,0.52
2021-02-21,46066,9420,00:04:45,0.57
2021-02-22,16248,9917,00:04:13,0.55
2021-02-23,33342,32059,00:05:17,0.63
2021-02-24,31052,11159,00:03:40,0.53
2021-02-25,22121,20447,00:05:13,0.39
2021-02-26,21929,21408,00:05:17,0.32
2021-02-27,41488,27238,00:05:39,0.41
2021-02-28,34552,13933,00:04:18,0.39
2021-03-01,15642,16455,00:07:32,0.54
2021-03-02,23678,33599,00:04:14,0.7
2021-03-03,37517,10727,00:06:30,0.53
2021-03-04,38888,29141,00:05:37,0.64
2021-03-05,25191,9709,00:03:18,0.59
2021-03-06,37461,15395,00:03:56,0.51
2021-03-07,35147,25996,00:03:41,0.3
2021-03-08,37544,13093,00:04:41,0.54
2021-03-09,10045,12915,00:03:36,0.56
2021-03-10,37598,19788,00:05:56,0.52
2021-03-11,24821,22597,00:03:59,0.65
2021-03-12,13741,8883,00:06:43,0.68
2021-03-13,36541,10875,00:07:24,0.42
2021-03-14,41007,10102,00:04:40,0.47
2021-03-15,13730,30754,00:07:39,0.68
2021-03-16,12341,25841,00:07:22,0.58
2021-03-17,31947,38292,00:05:42,0.69
2021-03-18,42653,33990,00:04:38,0.57
2021-03-19,30968,19948,00:06:50,0.34
2021-03-20,17031,26190,00:05:21,0.39
2021-03-21,22191,15694,00:06:52,0.37
2021-03-22,14546,9977,00:03:31,0.59
2021-03-23,25407,21051,00:05:28,0.49
2021-03-24,32932,32891,00:06:43,0.61
2021-03-25,35998,8911,00:06:25,0.61
2021-03-26,47455,23735,00:05:30,0.43
2021-03-27,18702,20673,00:07:27,0.42
2021-03-28,35771,16571,00:03:26,0.39
2021-03-29,21877,32124,00:03:25,0.37
2021-03-30,36555,21851,00:04:26,0.38
2021-03-31,24556,33005,00:07:42,0.47
2021-04-01,18414,9880,00:07:47,0.41
2021-04-02,26040,15224,00:04:47,0.4
2021-04-03,14858,15584,00:06:50,0.52
2021-04-04,45615,28137,00:04:38,0.5
2021-04-05,16505,10872,00:05:35,0.6
2021-04-06,39171,30868,00:04:48,0.66
2021-04-07,28654,20225,00:03:39,0.48
2021-04-08,46718,38029,00:06:24,0.53
2021-04-09,45212,18748,00:05:59,0.33
2021-04-10,19828,15842,00:05:27,0.56
2021-04-11,42080,17900,00:05:19,0.31
2021-04-12,11765,10361,00:07:35,0.52
2021-04-13,32104,14297,00:03:16,0.45
2021-04-14,12720,26818,00:05:37,0.39
2021-04-15,22615,28450,00:04:46,0.61
2021-04-16,28495,35761,00:06:27,0.59
2021-04-17,31149,12536,00:07:10,0.68
2021-04-18,43085,39575,00:06:44,0.31
2021-04-19,44870,17014,00:07:26,0.57
2021-04-20,17248,12858,00:07:19,0.63
2021-04-21,19588,11451,00:07:41,0.57
2021-04-22,33224,8719,00:06:31,0.32
2021-04-23,20005,8486,00:04:16,0.65
2021-04-24,21901,39450,00:05:13,0.37
2021-04-25,27803,23098,00:06:17,0.48
2021-04-26,37660,19301,00:04:38,0.41
2021-04-27,14629,23867,00:07:34,0.53
2021-04-28,33381,33094,00:07:13,0.31
2021-04-29,32644,22990,00:06:48,0.31
2021-04-30,11148,28780,00:03:39,0.56
2021-05-01,24185,12726,00:05:50,0.59
2021-05-02,32412,28019,00:07:11,0.51
2021-05-03,30975,27135,00:06:52,0.68
2021-05-04,15735,16556,00:05:24,0.42
2021-05-05,28412,39071,00:05:14,0.68
2021-05-06,37449,24029,00:06:20,0.36
2021-05-07,13794,31283,00:07:38,0.45
2021-05-08,34264,31831,00:04:18,0.32
2021-05-09,27198,10801,00:03:54,0.53
2021-05-10,34506,38662,00:07:39,0.64
2021-05-11,31421,31741,00:07:34,0.7
2021-05-12,28799,27645,00:03:25,0.63
2021-05-13,31496,10569,00:07:49,0.62
2021-05-14,23854,38460,00:03:35,0.37
2021-05-15,36452,11318,00:07:28,0.34
2021-05-16,17217,36215,00:04:54,0.49
2021-05-17,35706,17439,00:07:48,0.49
2021-05-18,27055,29789,00:06:19,0.61
2021-05-19,25151,38020,00:05:31,0.65
2021-05-20,15265,28057,00:03:19,0.47
2021-05-21,13628,29902,00:06:13,0.45
2021-05-22,16035,34372,00:03:21,0.47
2021-05-23,21300,14446,00:06:30,0.34
2021-05-24,28189,13551,00:03:39,0.43
2021-05-25,37828,21806,00:05:18,0.53
2021-05-26,44221,29499,00:03:13,0.58
2021-05-27,29741,13874,00:04:30,0.55
2021-05-28,17508,16942,00:04:52,0.31
2021-05-29,35052,13816,00:05:50,0.62
2021-05-30,38706,22032,00:05:24,0.52
2021-05-31,39553,32073,00:05:27,0.33
2021-06-01,11629,8438,00:06:24,0.51
2021-06-02,31125,22762,00:05:37,0.31
2021-06-03,26741,38929,00:04:26,0.56
2021-06-04,16717,35904,00:05:29,0.42
2021-06-05,32375,23821,00:04:41,0.36
2021-06-06,49439,28648,00:03:29,0.4
2021-06-07,35380,30696,00:04:12,0.64
2021-06-08,36769,24729,00:07:42,0.66
2021-06-09,29529,16005,00:04:16,0.64
2021-06-10,34943,8706,00:03:50,0.67
2021-06-11,28961,37361,00:06:53,0.59
2021-06-12,49421,34075,00:05:34,0.58
2021-06-13,44011,27183,00:03:36,0.46
2021-06-14,18480,35395,00:04:48,0.57
2021-06-15,44836,34017,00:04:13,0.66
2021-06-16,40678,17609,00:06:12,0.39
2021-06-17,42990,11574,00:07:50,0.37
2021-06-18,43574,9194,00:03:59,0.61
2021-06-19,38786,18297,00:06:28,0.62
2021-06-20,26501,39246,00:05:29,0.4
2021-06-21,20060,19570,00:03:44,0.38
2021-06-22,16001,38282,00:05:19,0.66
2021-06-23,22619,24746,00:06:16,0.62
2021-06-24,44581,15810,00:04:48,0.45
2021-06-25,48067,30946,00:03:36,0.3
2021-06-26,35103,29333,00:06:32,0.64
2021-06-27,12419,24013,00:04:57,0.58
2021-06-28,39872,26808,00:04:15,0.5
2021-06-29,38833,15112,00:07:32,0.46
2021-06-30,37425,29839,00:04:14,0.68
2021-07-01,42254,23614,00:05:43,0.56
2021-07-02,30528,9710,00:05:25,0.39
2021-07-03,33274,27298,00:03:32,0.66
2021-07-04,10518,26524,00:03:19,0.46
2021-07-05,19388,33124,00:07:46,0.6
2021-07-06,47992,34056,00:06:48,0.34
2021-07-07,29345,34506,00:03:21,0.67
2021-07-08,40231,19102,00:07:32,0.64
2021-07-09,28970,9854,00:03:32,0.62
2021-07-10,21981,21427,00:03:50,0.32
2021-07-11,42093,34609,00:07:37,0.59
2021-07-12,16733,29305,00:05:22,0.34
2021-07-13,44630,29560,00:06:31,0.65
2021-07-14,24382,10054,00:03:26,0.58
2021-07-15,44111,34107,00:04:32,0.33
2021-07-16,21219,24895,00:05:17,0.4
2021-07-17,20217,13734,00:03:57,0.57
2021-07-18,20511,29081,00:03:11,0.61
2021-07-19,24329,20301,00:07:40,0.54
2021-07-20,42002,30540,00:07:43,0.41
2021-07-21,45206,25857,00:03:39,0.59
2021-07-22,21921,33041,00:04:38,0.57
2021-07-23,45416,10521,00:04:57,0.66
2021-07-24,22398,12224,00:04:20,0.34
2021-07-25,37804,36273,00:04:43,0.39
2021-07-26,40140,24094,00:04:49,0.57
2021-07-27,48359,29200,00:06:27,0.61
2021-07-28,12980,11254,00:05:27,0.39
2021-07-29,47451,20121,00:06:47,0.4
2021-07-30,47504,9613,00:05:54,0.61
2021-07-31,22527,32089,00:07:11,0.41
2021-08-01,34460,38885,00:04:45,0.31
2021-08-02,18681,27231,00:06:22,0.56
2021-08-03,45159,27004,00:03:47,0.55
2021-08-04,27457,32128,00:03:14,0.34
2021-08-05,15735,33800,00:05:52,0.39
2021-08-06,35177,38552,00:04:55,0.46
2021-08-07,47845,18757,00:04:12,0.31
2021-08-08,11763,18517,00:06:27,0.46
2021-08-09,40808,31857,00:04:21,0.68
2021-08-10,36462,25600,00:03:39,0.51
2021-08-11,45001,23094,00:03:14,0.68
2021-08-12,10726,30119,00:05:46,0.4
2021-08-13,28521,39578,00:05:18,0.36
2021-08-14,25429,36427,00:06:14,0.32
2021-08-15,17604,8928,00:07:18,0.56
2021-08-16,11241,34290,00:03:27,0.37
2021-08-17,31638,24288,00:07:29,0.42
2021-08-18,12083,17864,00:03:22,0.7
2021-08-19,34710,32076,00:05:58,0.58
2021-08-20,22593,16596,00:05:38,0.3
2021-08-21,12172,33854,00:06:21,0.43
2021-08-22,29148,39306,00:05:42,0.52
2021-08-23,13717,31264,00:06:15,0.6
2021-08-24,42551,28105,00:05:17,0.65
2021-08-25,34611,21855,00:05:39,0.38
2021-08-26,42347,10867,00:05:46,0.38
2021-08-27,33059,39612,00:04:45,0.49
2021-08-28,43895,33014,00:07:11,0.49
2021-08-29,19349,32496,00:04:49,0.63
2021-08-30,43070,37382,00:03:27,0.36
2021-08-31,30978,13415,00:05:37,0.65
2021-09-01,14725,37637,00:07:34,0.42
2021-09-02,23197,38460,00:06:57,0.31
2021-09-03,11540,10051,00:03:33,0.35
2021-09-04,14756,9795,00:07:30,0.47
2021-09-05,41157,35764,00:03:32,0.63
2021-09-06,30740,35520,00:03:48,0.65
2021-09-07,23222,19401,00:05:23,0.31
2021-09-08,42060,31361,00:06:49,0.37
2021-09-09,40115,28477,00:04:27,0.61
2021-09-10,13232,11651,00:04:22,0.59
2021-09-11,30486,20356,00:05:37,0.31
2021-09-12,11103,15463,00:06:56,0.58
2021-09-13,25941,38369,00:04:20,0.55
2021-09-14,13005,36103,00:04:57,0.33
2021-09-15,23389,16107,00:07:42,0.42
2021-09-16,48465,23190,00:07:37,0.61
2021-09-17,37953,37655,00:07:24,0.63
2021-09-18,11446,18853,00:07:21,0.5
2021-09-19,28375,31564,00:04:16,0.53
2021-09-20,45508,21785,00:07:30,0.55
2021-09-21,11346,9102,00:04:20,0.64
2021-09-22,23132,33387,00:06:25,0.47
2021-09-23,42908,14016,00:04:41,0.5
2021-09-24,23317,19722,00:07:28,0.55
2021-09-25,35769,31215,00:06:12,0.46
2021-09-26,34511,10371,00:04:47,0.57
2021-09-27,44231,11117,00:03:43,0.34
2021-09-28,49580,32401,00:05:45,0.69
2021-09-29,13723,26073,00:05:41,0.53
2021-09-30,45551,28249,00:03:37,0.38
2021-10-01,36693,10917,00:07:57,0.48
2021-10-02,40089,29768,00:04:35,0.62
2021-10-03,26152,19176,00:03:48,0.31
2021-10-04,16536,14570,00:03:44,0.31
2021-10-05,11307,11465,00:07:51,0.53
2021-10-06,42840,24991,00:04:41,0.46
2021-10-07,41856,21564,00:07:58,0.42
2021-10-08,26652,31204,00:06:33,0.49
2021-10-09,12878,30112,00:03:29,0.68
2021-10-10,11334,38032,00:06:20,0.35
2021-10-11,33439,11981,00:03:33,0.69
2021-10-12,28479,14114,00:03:33,0.63
2021-10-13,40473,35600,00:04:11,0.53
2021-10-14,13181,26278,00:07:41,0.58
2021-10-15,12144,35017,00:06:21,0.34
2021-10-16,17988,38137,00:03:16,0.59
2021-10-17,27381,37139,00:04:28,0.6
2021-10-18,36887,16706,00:07:55,0.55
2021-10-19,46817,8291,00:06:14,0.43
2021-10-20,31831,16534,00:05:51,0.54
2021-10-21,16867,9561,00:07:46,0.34
2021-10-22,48663,23860,00:06:12,0.49
2021-10-23,34169,30598,00:03:48,0.45
2021-10-24,48214,12922,00:05:42,0.32
2021-10-25,30544,24831,00:04:21,0.56
2021-10-26,32232,16077,00:07:56,0.64
2021-10-27,20841,28728,00:05:19,0.33
2021-10-28,23616,11822,00:06:53,0.34
2021-10-29,31031,23538,00:07:35,0.53
2021-10-30,40971,12441,00:06:11,0.39
2021-10-31,23206,29033,00:04:12,0.66
2021-11-01,49855,31720,00:05:21,0.44
2021-11-02,11741,21629,00:03:28,0.5
2021-11-03,49203,25826,00:03:35,0.46
2021-11-04,32021,20509,00:05:34,0.43
2021-11-05,17996,16606,00:06:10,0.51
2021-11-06,46219,17448,00:04:53,0.43
2021-11-07,35538,16063,00:03:56,0.61
2021-11-08,36029,10393,00:03:18,0.41
2021-11-09,12418,27917,00:03:51,0.62
2021-11-10,16360,24108,00:07:35,0.31
2021-11-11,25533,22235,00:07:12,0.52
2021-11-12,11262,36156,00:07:51,0.39
2021-11-13,16839,37162,00:05:31,0.43
2021-11-14,23410,39375,00:03:55,0.62
2021-11-15,25354,10258,00:06:40,0.57
2021-11-16,31601,16939,00:05:37,0.33
2021-11-17,25911,13631,00:04:34,0.41
2021-11-18,25951,28399,00:06:23,0.69
2021-11-19,15215,16977,00:03:13,0.47
2021-11-20,16669,27001,00:06:22,0.37
2021-11-21,30142,27296,00:07:59,0.33
2021-11-22,31095,32663,00:05:18,0.37
2021-11-23,20198,14670,00:03:30,0.68
2021-11-24,17230,9804,00:07:54,0.56
2021-11-25,12336,9261,00:06:54,0.55
2021-11-26,20843,32055,00:06:20,0.48
2021-11-27,17207,10512,00:05:23,0.31
2021-11-28,46456,34211,00:05:38,0.51
2021-11-29,32850,10659,00:06:34,0.66
2021-11-30,21972,33990,00:03:47,0.6
2021-12-01,21858,17976,00:07:31,0.51
2021-12-02,36337,31416,00:03:40,0.37
2021-12-03,45910,8730,00:07:40,0.36
2021-12-04,13115,39561,00:04:37,0.48
2021-12-05,13252,31536,00:05:26,0.51
2021-12-06,18445,27118,00:03:20,0.3
2021-12-07,29248,12927,00:05:54,0.6
2021-12-08,40063,21302,00:06:28,0.67
2021-12-09,45590,16443,00:03:24,0.61
2021-12-10,40986,9249,00:06:21,0.58
2021-12-11,11684,9969,00:06:56,0.67
2021-12-12,34395,16904,00:03:18,0.69
2021-12-13,34860,17737,00:04:25,0.6
2021-12-14,25402,9273,00:06:37,0.66
2021-12-15,41743,17051,00:05:22,0.47
2021-12-16,43349,23895,00:04:57,0.3
2021-12-17,14135,24880,00:07:48,0.67
2021-12-18,15710,27808,00:04:10,0.56
2021-12-19,16543,27980,00:07:45,0.47
2021-12-20,44941,13223,00:07:50,0.43
2021-12-21,46344,29339,00:03:47,0.32
2021-12-22,22114,18864,00:04:39,0.41
2021-12-23,29517,16830,00:05:30,0.43
2021-12-24,41032,13202,00:06:55,0.53
2021-12-25,22871,9295,00:07:54,0.66
2021-12-26,20769,15491,00:05:43,0.5
2021-12-27,33571,36149,00:05:28,0.42
2021-12-28,33409,36633,00:04:55,0.52
2021-12-29,13778,13978,00:05:59,0.49
2021-12-30,43749,32235,00:06:55,0.55
2026-12-31,15525,10257,00:04:40,0.68
2020-01-01,25817,11165,00:06:52,0.43
2020-01-02,30265,11177,00:07:39,0.55
2020-01-03,31655,15066,00:07:12,0.41
2020-01-04,33600,15158,00:04:35,0.55
2020-01-05,24230,31938,00:03:16,0.31
2020-01-06,13220,28342,00:07:59,0.69
2020-01-07,43817,28556,00:04:17,0.52
2020-01-08,35752,20485,00:05:16,0.4
2020-01-09,33669,15544,00:04:29,0.32
2020-01-10,49824,16141,00:05:59,0.41
2020-01-11,19815,13624,00:04:27,0.38
2020-01-12,34280,11063,00:07:53,0.32
2020-01-13,28847,14513,00:06:46,0.56
2020-01-14,46043,8468,00:05:15,0.53
2020-01-15,19488,28165,00:05:34,0.38
2020-01-16,41243,32025,00:06:47,0.68
2020-01-17,31423,17518,00:07:36,0.53
2020-01-18,28948,21236,00:03:47,0.38
2020-01-19,43613,36167,00:04:17,0.44
2020-01-20,33970,13098,00:07:32,0.64
2020-01-21,21745,22377,00:07:12,0.44
2020-01-22,38875,14859,00:06:50,0.61
2020-01-23,32692,26135,00:07:43,0.3
2020-01-24,47516,33329,00:06:53,0.43
2020-01-25,22831,31032,00:06:31,0.67
2020-01-26,42034,39947,00:04:20,0.33
2020-01-27,29314,11855,00:03:15,0.42
2020-01-28,30819,29611,00:04:32,0.56
2020-01-29,23201,27835,00:05:31,0.53
2020-01-30,24773,21857,00:07:52,0.53
2020-01-31,38507,31543,00:04:18,0.31
2020-02-01,49169,15740,00:07:44,0.36
2020-02-02,45406,33790,00:05:55,0.58
2020-02-03,15564,37925,00:04:39,0.65
2020-02-04,28402,35647,00:06:47,0.43
2020-02-05,24967,20860,00:06:38,0.64
2020-02-06,17642,23052,00:05:13,0.59
2020-02-07,21094,32214,00:07:38,0.55
2020-02-08,30386,11605,00:03:58,0.39
2020-02-09,45089,29716,00:07:57,0.48
2020-02-10,29148,17908,00:06:31,0.41
2020-02-11,26429,21182,00:05:29,0.44
2020-02-12,24433,11654,00:05:54,0.43
2020-02-13,10848,34540,00:06:59,0.59
2020-02-14,26569,8113,00:06:45,0.41
2020-02-15,35350,29735,00:03:32,0.56
2020-02-16,24108,9096,00:07:52,0.5
2020-02-17,49370,12430,00:05:32,0.45
2020-02-18,43431,28245,00:07:15,0.44
2020-02-19,11108,8585,00:03:11,0.58
2020-02-20,19271,37237,00:04:54,0.34
2020-02-21,28120,27777,00:04:49,0.58
2020-02-22,17976,28887,00:07:23,0.64
2020-02-23,49537,11646,00:07:11,0.47
2020-02-24,48483,32660,00:04:49,0.49
2020-02-25,11823,29217,00:03:40,0.56
2020-02-26,26858,23578,00:06:44,0.69
2020-02-27,43450,9761,00:05:59,0.46
2020-02-28,44956,8615,00:07:32,0.65
2020-03-01,30655,33656,00:03:14,0.62
2020-03-02,32170,12285,00:04:14,0.42
2020-03-03,45102,37524,00:07:27,0.38
2020-03-04,12363,35740,00:07:53,0.49
2020-03-05,44233,39762,00:04:37,0.69
2020-03-06,36631,15267,00:06:59,0.36
2020-03-07,34236,38587,00:07:29,0.43
2020-03-08,12931,17341,00:07:57,0.6
2020-03-09,12623,25199,00:05:33,0.6
2020-03-10,12685,10189,00:06:27,0.44
2020-03-11,38976,13062,00:07:10,0.65
2020-03-12,12321,38474,00:05:51,0.34
2020-03-13,17830,38136,00:07:32,0.63
2020-03-14,39891,31412,00:05:44,0.33
2020-03-15,22355,9442,00:04:22,0.32
2020-03-16,41070,35655,00:04:37,0.68
2020-03-17,48671,25331,00:03:32,0.32
2020-03-18,17198,12391,00:06:51,0.41
2020-03-19,14045,37382,00:05:41,0.34
2020-03-20,22030,23350,00:07:13,0.49
2020-03-21,41424,21499,00:05:39,0.48
2020-03-22,19329,28996,00:05:12,0.41
2020-03-23,40396,25123,00:07:26,0.38
2020-03-24,45925,15370,00:07:30,0.53
2020-03-25,13213,12557,00:04:37,0.32
2020-03-26,15235,13354,00:04:20,0.49
2020-03-27,16764,20053,00:07:32,0.36
2020-03-28,20424,38828,00:07:51,0.63
2020-03-29,16036,13925,00:06:23,0.65
2020-03-30,37239,29272,00:06:22,0.32
2020-03-31,19875,31579,00:05:49,0.4
2020-04-01,30224,11075,00:07:33,0.37
2020-04-02,30604,38564,00:06:30,0.39
2020-04-03,13221,33592,00:03:47,0.64
2020-04-04,38488,16622,00:04:42,0.68
2020-04-05,32536,20413,00:05:21,0.68
2020-04-06,24896,8829,00:03:31,0.69
2020-04-07,48528,27134,00:03:52,0.68
2020-04-08,24205,28750,00:06:29,0.52
2020-04-09,46089,38252,00:07:21,0.32
2020-04-10,48121,28422,00:06:48,0.67
2020-04-11,42813,26610,00:05:44,0.36
2020-04-12,10137,9984,00:07:11,0.45
2020-04-13,36087,15532,00:05:40,0.68
2020-04-14,49823,26673,00:05:13,0.67
2020-04-15,47969,38274,00:06:47,0.48
2020-04-16,12396,16282,00:04:36,0.47
2020-04-17,47533,10195,00:03:17,0.42
2020-04-18,23748,29115,00:07:31,0.65
2020-04-19,29096,22758,00:03:56,0.57
2020-04-20,45618,19601,00:04:36,0.47
2020-04-21,12849,26433,00:07:19,0.46
2020-04-22,28474,14888,00:05:12,0.58
2020-04-23,46009,30512,00:07:16,0.68
2020-04-24,13293,9036,00:05:17,0.49
2020-04-25,34288,36720,00:04:38,0.45
2020-04-26,34311,22990,00:05:30,0.39
2020-04-27,24768,10847,00:07:10,0.68
